sample_old,tot,het,period_2,period_3,period_4,period_5,period_6
WGC106879D,31969,22375,18672,3287,7570,2120,320
WGC106880D,31842,22066,18634,3283,7565,2062,298
WGC106881D,31604,22238,18365,3260,7533,2133,313
WGC106882D,32028,22374,18690,3325,7576,2127,310
WGC106883D,31508,22163,18384,3249,7440,2116,319
WGC106884D,31596,22018,18393,3256,7542,2099,306
WGC106885D,31670,22001,18528,3239,7483,2119,301
WGC106886D,32549,22987,19077,3389,7619,2140,324
WGC106887D,31739,22173,18558,3233,7504,2133,311
WGC106888D,30867,21352,17992,3175,7389,2008,303
WGC106889D,30004,20817,17533,3031,7164,1979,297
WGC106890D,31867,22236,18652,3252,7537,2115,311
WGC106891D,31805,22193,18572,3228,7603,2096,306
WGC106892D,31525,21923,18382,3222,7542,2064,315
WGC106893D,31421,21912,18297,3219,7486,2103,316
WGC106894D,31839,22132,18596,3264,7509,2141,329
WGC106895D,31679,22191,18512,3209,7521,2135,302
WGC106896D,29912,20763,17243,3079,7266,2045,279
WGC106897D,30820,21461,18020,3068,7344,2083,305
WGC106898D,30821,21349,17872,3201,7400,2053,295
WGC106899D,31970,22309,18685,3275,7534,2163,313
WGC106900D,30829,21338,17856,3163,7424,2092,294
WGC106901D,31016,21508,18027,3129,7495,2052,313
WGC106902D,31857,22209,18673,3257,7459,2153,315
WGC106903D,31717,22107,18494,3275,7516,2107,325
WGC106904D,31313,21797,18210,3275,7448,2062,318
WGC106905D,30682,21507,17845,3132,7348,2054,303
WGC106906D,31714,22145,18524,3271,7514,2086,319
WGC106907D,30698,21449,17898,3139,7314,2049,298
WGC106908D,31473,22014,18326,3234,7503,2101,309
WGC106909D,31463,22023,18371,3213,7472,2090,317
WGC106910D,31968,22357,18623,3290,7567,2169,319
WGC106911D,31757,22458,18467,3300,7532,2130,328
WGC106912D,30986,21800,17951,3248,7401,2090,296
WGC106913D,29982,20764,17481,3086,7119,2010,286
WGC106914D,31681,22277,18476,3288,7509,2091,317
WGC106915D,30787,21655,17856,3186,7396,2048,301
WGC106916D,30417,20955,17647,3159,7283,2037,291
WGC106917D,30608,21288,17770,3198,7277,2065,298
WGC106918D,31594,22026,18427,3212,7541,2087,327
WGC106919D,30297,21201,17534,3095,7302,2051,315
WGC106920D,29216,20307,16873,3005,7108,1940,290
WGC106921D,31412,22008,18355,3194,7468,2082,313
WGC106922D,30722,21448,17822,3141,7393,2064,302
WGC106923D,32302,22639,18862,3341,7603,2159,337
WGC106924D,31804,22091,18696,3216,7466,2115,311
WGC106925D,32299,22604,18885,3359,7589,2152,314
WGC106926D,32254,22387,18947,3340,7464,2174,329
WGC106927D,31783,22153,18614,3239,7537,2095,298
WGC106928D,32354,22715,18959,3304,7593,2176,322
WGC106929D,32309,22506,18882,3329,7598,2156,344
WGC106930D,32660,22894,19095,3366,7690,2181,328
WGC106931D,32221,22523,18951,3318,7513,2128,311
WGC106932D,32025,22323,18705,3363,7556,2089,312
WGC106933D,31802,22219,18635,3228,7521,2099,319
WGC106934D,32452,22790,19043,3310,7610,2158,331
WGC106935D,32109,22317,18782,3331,7542,2139,315
WGC106936D,31957,22321,18773,3257,7484,2126,317
WGC106937D,31945,22401,18673,3267,7570,2125,310
WGC106938D,32237,22486,18864,3299,7625,2127,322
WGC106939D,31945,22201,18699,3293,7494,2131,328
WGC106940D,32064,22535,18742,3296,7521,2164,341
WGC106941D,32590,22964,19136,3294,7687,2158,315
WGC106942D,32098,22375,18781,3294,7563,2147,313
WGC106943D,32508,22844,19051,3298,7685,2139,335
WGC106944D,32277,22422,18936,3307,7613,2086,335
WGC106945D,32184,22452,18909,3329,7471,2152,323
WGC106946D,32430,22660,18956,3296,7635,2208,335
WGC106947D,32425,22680,18976,3308,7674,2143,324
WGC106948D,32053,22263,18714,3296,7536,2181,326
WGC106949D,31660,22041,18513,3268,7508,2061,310
WGC106950D,32374,22556,18948,3360,7595,2140,331
WGC106951D,31960,22044,18620,3326,7574,2129,311
WGC106952D,32194,22315,18824,3332,7582,2143,313
WGC106953D,32074,22232,18746,3277,7546,2204,301
WGC106954D,32242,22351,18871,3335,7548,2155,333
WGC106955D,32119,22455,18843,3287,7495,2170,324
WGC106956D,31856,22215,18699,3252,7455,2135,315
WGC106957D,31972,22140,18781,3239,7512,2139,301
WGC106958D,32567,22756,19062,3356,7645,2162,342
WGC106959D,31998,22177,18850,3273,7443,2098,334
WGC106960D,32075,22254,18771,3266,7598,2121,319
WGC106961D,32199,22504,18795,3372,7563,2131,338
WGC106962D,32167,22124,18848,3302,7550,2140,327
WGC106963D,32339,22523,18988,3329,7552,2148,322
WGC106964D,32261,22611,18778,3371,7633,2164,315
WGC106965D,32264,22461,18864,3337,7602,2118,343
WGC106966D,32178,22450,18859,3278,7558,2171,312
WGC106967D,32522,22702,19019,3317,7651,2199,336
WGC106968D,32395,22567,18976,3320,7638,2147,314
WGC106969D,32245,22439,18864,3302,7542,2206,331
WGC106970D,32201,22314,18931,3287,7515,2133,335
WGC106971D,32250,22149,18983,3324,7467,2152,324
WGC106972D,32466,22589,18963,3328,7702,2149,324
WGC106973D,32182,22309,18847,3297,7577,2138,323
WGC106974D,32431,22660,18988,3311,7596,2223,313
WGC106975D,31681,21624,18653,3233,7351,2135,309
WGC106976D,32253,22519,18894,3343,7549,2132,335
WGC106977D,32136,22201,18852,3245,7545,2166,328
WGC106978D,32580,22633,19110,3378,7598,2176,318
WGC106979D,32550,22694,19094,3381,7639,2123,313
WGC106980D,32163,22284,18903,3271,7503,2164,322
WGC106981D,32415,22454,18959,3319,7629,2161,347
WGC106982D,32380,22488,18954,3336,7590,2172,328
WGC106983D,32306,22488,18970,3277,7575,2170,314
WGC106984D,32490,22572,19061,3303,7580,2216,330
WGC106985D,32299,22539,18973,3280,7572,2155,319
WGC106986D,32387,22637,18995,3288,7603,2169,332
WGC106987D,32064,22423,18871,3265,7501,2115,312
WGC106988D,31572,21883,18596,3186,7406,2072,312
WGC106989D,31850,22205,18765,3276,7428,2080,301
WGC106990D,32059,22262,18890,3202,7535,2111,321
WGC106991D,32424,22546,19095,3263,7562,2167,337
WGC106992D,31972,22235,18816,3291,7480,2081,304
WGC106993D,31985,22204,18886,3267,7411,2107,314
WGC106994D,32281,22464,19034,3317,7477,2134,319
WGC106995D,32573,22711,19139,3344,7639,2124,327
WGC106996D,32537,22822,19094,3313,7663,2163,304
WGC106997D,32551,22847,19001,3378,7644,2205,323
WGC106998D,32587,22755,19018,3352,7710,2163,344
WGC106999D,32528,22764,19032,3355,7663,2162,316
WGC107000D,32530,22811,19034,3377,7642,2149,328
WGC107001D,32730,23297,19111,3360,7717,2195,347
WGC107002D,32513,22658,18944,3293,7741,2195,340
WGC107003D,32527,22774,19035,3308,7662,2206,316
WGC107004D,32363,22639,18950,3287,7667,2135,324
WGC107005D,32365,22425,18963,3291,7636,2144,331
WGC107006D,32344,22734,18971,3350,7580,2133,310
WGC107008D,32375,22480,18996,3356,7560,2132,331
WGC107009D,32414,22651,19024,3300,7592,2158,340
WGC107010D,32512,22822,19039,3362,7616,2174,321
WGC107011D,32404,22764,19030,3307,7628,2125,314
WGC107012D,32484,22580,18954,3348,7646,2193,343
WGC107013D,32506,22623,19096,3299,7620,2173,318
WGC107014D,32556,22948,19127,3343,7605,2155,326
WGC107015D,32368,22672,19005,3301,7562,2164,336
WGC107016D,32519,22767,19068,3350,7625,2138,338
WGC107017D,31423,21877,18354,3201,7432,2142,294
WGC107018D,32118,22423,18836,3274,7565,2128,315
WGC107019D,32369,22416,19025,3271,7609,2145,319
WGC107021D,32237,22359,18933,3255,7590,2145,314
WGC107022D,32505,22742,19061,3346,7598,2169,331
WGC107023D,32389,22731,18937,3365,7589,2169,329
WGC107024D,32111,22214,18891,3282,7473,2137,328
WGC107025D,32136,22390,18845,3247,7567,2150,327
WGC107026D,31931,22174,18708,3288,7485,2122,328
WGC107027D,32230,22377,18920,3323,7528,2133,326
WGC107028D,32335,22483,18914,3344,7586,2156,335
WGC107029D,32230,22445,18913,3332,7534,2119,332
WGC107030D,32357,22580,18991,3277,7589,2175,325
WGC107031D,30808,21235,17958,3147,7329,2069,305
WGC107032D,31147,21318,18160,3166,7391,2128,302
WGC107033D,31445,21867,18337,3247,7467,2079,315
WGC107034D,31783,22082,18604,3193,7543,2131,312
WGC107035D,32106,22413,18808,3306,7526,2137,329
WGC107036D,30891,21271,18142,3176,7256,2023,294
WGC107037D,31276,21770,18256,3218,7445,2052,305
WGC107038D,32055,22296,18727,3348,7577,2100,303
WGC107040D,32127,22381,18799,3321,7562,2116,329
WGC107041D,31971,22203,18726,3264,7493,2166,322
WGC107042D,32262,22402,18893,3295,7559,2197,318
WGC107043D,31538,21744,18491,3226,7409,2107,305
WGC107044D,32141,22378,18857,3298,7507,2161,318
WGC107045D,32333,22614,18852,3305,7681,2183,312
WGC107046D,32326,22520,18973,3312,7573,2132,336
WGC107047D,32057,22291,18770,3334,7504,2121,328
WGC107048D,31509,21746,18365,3190,7527,2098,329
WGC107049D,31396,21712,18308,3216,7392,2173,307
WGC107050D,32414,22662,18987,3322,7648,2128,329
WGC107051D,32078,22258,18810,3270,7520,2165,313
WGC107052D,32094,22506,18769,3269,7613,2116,327
WGC107053D,31795,21944,18606,3265,7509,2094,321
WGC107054D,32170,22456,18846,3304,7550,2142,328
WGC107055D,32024,22236,18747,3240,7613,2098,326
WGC107056D,31716,21949,18567,3247,7466,2112,324
WGC107057D,31937,21990,18665,3301,7528,2126,317
WGC107058D,32398,22558,18899,3328,7709,2142,320
WGC107059D,32108,22227,18860,3240,7531,2146,331
WGC107060D,32368,22562,18976,3297,7596,2177,322
WGC107061D,32391,22604,18965,3295,7644,2185,302
WGC107062D,32383,22481,19100,3317,7514,2145,307
WGC107063D,32270,22280,18931,3287,7606,2145,301
WGC107064D,32218,22350,18936,3288,7524,2146,324
WGC107065D,32313,22443,18945,3325,7555,2162,326
WGC107066D,32168,22309,18945,3270,7502,2148,303
WGC107067D,30791,21248,17861,3157,7463,2014,296
WGC107068D,31665,21918,18467,3220,7556,2134,288
WGC107069D,31263,21712,18281,3206,7372,2104,300
WGC107070D,32008,22218,18716,3276,7553,2150,313
WGC107071D,31382,21939,18272,3259,7417,2125,309
WGC107072D,30802,21380,17952,3164,7326,2080,280
WGC107073D,31090,21432,18169,3157,7445,2003,316
WGC107074D,31401,21784,18414,3158,7391,2106,332
WGC107075D,30732,21423,18004,3130,7271,2031,296
WGC107076D,31978,22111,18773,3249,7492,2139,325
WGC107077D,32049,22322,18758,3293,7536,2154,308
WGC107078D,32240,22566,18943,3276,7524,2162,335
WGC107079D,31981,22456,18776,3262,7451,2155,337
WGC107080D,32040,22215,18678,3302,7575,2166,319
WGC107081D,32350,22577,18965,3340,7583,2141,321
WGC107082D,32075,22361,18920,3268,7444,2124,319
WGC107083D,32390,22502,18918,3237,7700,2191,344
WGC107084D,32248,22561,18915,3316,7533,2158,326
WGC107085D,31850,22208,18591,3260,7560,2116,323
WGC107086D,32020,22514,18726,3246,7566,2157,325
WGC107087D,32273,22437,18901,3326,7612,2114,320
WGC107088D,31547,21784,18434,3244,7485,2073,311
WGC107089D,31834,22143,18578,3294,7536,2113,313
WGC107090D,32602,22809,19046,3375,7672,2191,318
WGC107091D,31793,21973,18602,3316,7438,2110,327
WGC107092D,32262,22668,18950,3315,7539,2130,328
WGC107093D,32134,22441,18867,3318,7508,2096,345
WGC107094D,32354,22497,18981,3324,7542,2188,319
WGC107095D,32020,22056,18731,3302,7544,2126,317
WGC107096D,32262,22607,18889,3290,7628,2142,313
WGC107097D,31885,21847,18675,3271,7519,2095,325
WGC107098D,32392,22575,18981,3309,7569,2202,331
WGC107099D,32195,22504,18907,3289,7525,2151,323
WGC107100D,32544,22697,19072,3365,7577,2205,325
WGC107101D,32489,22631,19094,3338,7585,2148,324
WGC107102D,32516,22802,19111,3331,7594,2153,327
WGC107103D,32415,22488,19010,3283,7651,2142,329
WGC107104DB,32544,22745,19150,3286,7604,2183,321
WGC107105D,31395,21715,18286,3192,7517,2088,312
WGC107106D,30667,21025,17898,3138,7291,2040,300
WGC107107D,31903,22284,18636,3283,7525,2136,323
WGC107108D,30983,21420,18116,3146,7343,2068,310
WGC107109D,31811,22261,18666,3227,7504,2127,287
WGC107110D,31455,21793,18420,3224,7428,2081,302
WGC107111D,32241,22542,18933,3218,7613,2138,339
WGC107112D,31688,21848,18521,3192,7546,2125,304
WGC107113D,31903,21974,18662,3289,7489,2132,331
WGC107114D,31710,22094,18580,3286,7430,2097,317
WGC107115D,31948,22412,18725,3268,7503,2117,335
WGC107116D,31427,21922,18510,3191,7335,2101,290
WGC107117D,31607,21901,18518,3241,7455,2085,308
WGC107118D,31559,21971,18529,3237,7368,2094,331
WGC107119D,31950,22352,18737,3252,7497,2139,325
WGC107121D,31885,22146,18666,3231,7564,2123,301
WGC107122D,31445,22060,18463,3162,7438,2079,303
WGC107123D,31933,22322,18651,3272,7586,2117,307
WGC107124D,31851,22067,18697,3231,7471,2137,315
WGC107125D,32054,22364,18803,3304,7491,2155,301
WGC107126D,32293,22423,18909,3303,7585,2172,324
WGC107127D,32110,22279,18868,3290,7482,2143,327
WGC107128D,32615,22902,19117,3362,7623,2185,328
WGC107129D,32384,22544,18981,3326,7575,2172,330
WGC107130D,32183,22234,18886,3345,7489,2143,320
WGC107131D,32311,22537,19023,3257,7578,2123,330
WGC107132D,32333,22731,18987,3257,7585,2146,358
WGC107134D,32158,22349,18881,3238,7549,2168,322
WGC107135D,32545,22703,19107,3284,7630,2185,339
WGC107136D,32512,22665,19104,3269,7689,2123,327
WGC107137D,32324,22535,19017,3276,7562,2163,306
WGC107138D,32425,22577,19054,3326,7580,2139,326
WGC107139D,32479,22597,19036,3336,7596,2189,322
WGC107140D,32446,22494,19081,3293,7617,2132,323
WGC107141D,32499,22842,19065,3265,7685,2149,335
WGC107142D,32295,22704,19038,3287,7510,2152,308
WGC107143D,32565,22609,19161,3298,7598,2180,328
WGC107144D,32413,22677,19152,3297,7504,2134,326
WGC107145D,32281,22431,19057,3271,7518,2111,324
WGC107146D,32675,22889,19128,3395,7628,2190,334
WGC107147D,32530,22866,19093,3309,7651,2157,320
WGC107148D,32363,22557,19069,3320,7545,2117,312
WGC107149D,32187,22553,18935,3258,7526,2146,322
WGC107150D,32310,22522,18985,3267,7580,2153,325
WGC107151D,32424,22634,18971,3318,7641,2160,334
WGC107152D,32458,22699,19038,3324,7638,2149,309
WGC107153D,32546,22689,19095,3335,7599,2201,316
WGC107154D,32463,22532,19026,3293,7643,2178,323
WGC107155D,32286,22398,18937,3302,7575,2142,330
WGC107156D,32373,22711,19061,3328,7518,2128,338
WGC107157D,32445,22677,18990,3387,7572,2172,324
WGC107158D,32173,22458,18973,3307,7464,2128,301
WGC107159D,32385,22528,18981,3336,7628,2123,317
WGC107160D,32417,22733,19069,3353,7537,2132,326
WGC107161D,32359,22557,18989,3281,7603,2158,328
WGC107162D,32421,22749,19060,3276,7591,2173,321
WGC107163D,32597,22974,19168,3327,7595,2188,319
WGC107164D,32551,22728,19126,3299,7608,2181,337
WGC107165D,32294,22577,18954,3285,7568,2165,322
WGC107166D,32113,22435,18824,3338,7549,2092,310
WGC107167D,32515,22676,19115,3293,7591,2183,333
WGC107168D,32457,22687,19035,3325,7640,2129,328
WGC107169D,32289,22466,18927,3303,7576,2160,323
WGC107170D,32542,22587,19180,3312,7556,2164,330
WGC107172D,32656,22865,19069,3337,7771,2159,320
WGC107173D,32506,22595,19008,3345,7676,2150,327
WGC107174D,32014,22218,18801,3281,7518,2103,311
WGC107175D,32174,22379,18855,3268,7585,2137,329
WGC107176D,32541,22598,19053,3351,7618,2175,344
WGC107177D,32530,22763,19064,3338,7578,2203,347
WGC107178D,32306,22470,19012,3245,7579,2143,327
WGC107179D,32427,22494,19091,3331,7583,2077,345
WGC107180D,32410,22572,19089,3334,7539,2148,300
WGC107181D,32208,22336,18871,3253,7573,2189,322
WGC107182D,32053,22252,18762,3264,7540,2168,319
WGC107183D,32447,22643,19094,3268,7610,2143,332
WGC107184D,32322,22347,19030,3318,7555,2101,318
WGC107185D,32689,22868,19171,3351,7696,2137,334
WGC107186D,32302,22569,18991,3265,7576,2146,324
WGC107187D,32540,22690,19163,3249,7628,2169,331
WGC107188D,32534,22746,18986,3388,7626,2211,323
WGC107189D,31793,21984,18695,3224,7506,2061,307
WGC107190D,31930,22280,18624,3374,7510,2098,324
WGC107191D,32203,22380,18888,3300,7569,2124,322
WGC107192D,32312,22557,18978,3280,7537,2193,324
WGC107193D,31764,21015,18715,3302,7349,2082,316
WGC107194D,32025,22291,18763,3232,7526,2186,318
WGC107195D,32351,22506,18985,3285,7575,2179,327
WGC107196D,32149,22348,18866,3259,7588,2109,327
WGC107197D,31731,21841,18593,3243,7505,2100,290
WGC107198D,32398,22570,19020,3332,7570,2152,324
WGC107199D,32189,22384,18848,3310,7558,2155,318
WGC107200D,32363,22618,18959,3362,7602,2113,327
WGC107201D,31990,22290,18772,3266,7436,2198,318
WGC107202D,32632,22713,19141,3355,7620,2195,321
WGC107204D,32314,22560,18934,3318,7586,2149,327
WGC107205D,32297,22505,18949,3310,7552,2175,311
WGC107206D,32345,22510,18911,3329,7622,2164,319
WGC107207D,32380,22443,19018,3286,7593,2160,323
WGC107208D,32004,21909,18728,3233,7577,2152,314
WGC107209D,32438,22658,19032,3332,7605,2131,338
WGC107210D,32646,22822,19062,3397,7635,2207,345
WGC107211D,32221,22282,18930,3291,7542,2139,319
WGC107212D,32375,22476,18952,3277,7662,2159,325
WGC107213D,32247,22467,18982,3306,7520,2119,320
WGC107214D,31873,22012,18645,3237,7536,2132,323
WGC107215D,31994,22101,18771,3273,7504,2134,312
WGC107216D,32422,22723,18992,3273,7666,2159,332
WGC107217D,32308,22309,18888,3359,7560,2181,320
WGC107218D,32557,22668,19088,3302,7619,2210,338
WGC107219D,32433,22550,19015,3358,7557,2184,319
WGC107220D,32456,22479,19043,3378,7573,2120,342
WGC107221D,32563,22781,18998,3359,7651,2222,333
WGC107222D,32317,22400,18972,3295,7605,2123,322
WGC107224D,32279,22479,18932,3317,7584,2149,297
WGC107225D,32453,22788,19048,3344,7568,2181,312
WGC107226D,32341,22543,19043,3298,7511,2165,324
WGC107227D,32327,22358,18936,3312,7592,2168,319
WGC107228D,32119,22613,18760,3313,7548,2179,319
WGC107229D,32378,22507,18904,3305,7656,2186,327
WGC107230D,31931,22041,18716,3328,7472,2104,311
WGC107231D,31876,22231,18689,3286,7505,2091,305
WGC107232D,32056,22256,18762,3339,7524,2118,313
WGC107233D,32430,22568,18986,3295,7639,2187,323
WGC107234D,32523,22585,19079,3312,7655,2140,337
WGC107235D,32382,22585,18977,3282,7625,2172,326
WGC107236D,32565,22924,19039,3346,7657,2211,312
WGC107237D,32013,22088,18793,3250,7444,2190,336
WGC107238D,31801,22141,18552,3250,7557,2119,323
WGC107239D,31373,21837,18361,3211,7408,2071,322
WGC107240D,32135,22470,18774,3298,7561,2172,330
WGC107241D,31828,22108,18547,3263,7592,2095,331
WGC107242D,32567,22812,19014,3382,7637,2198,336
WGC107243D,28241,19561,16737,2903,6506,1836,259
WGC107244D,32237,22516,18759,3306,7682,2158,332
WGC107245D,32448,22796,19019,3334,7651,2109,335
WGC107246D,32518,22593,19038,3349,7632,2165,334
WGC107247D,32418,22586,18982,3301,7628,2179,328
WGC107248D,32189,22521,18747,3307,7649,2181,305
WGC107249D,32348,22391,19014,3305,7520,2190,319
WGC107250D,32315,22491,18964,3292,7577,2180,302
WGC107251D,32345,22547,18853,3291,7666,2208,327
WGC107252D,32178,22352,18860,3321,7532,2143,322
WGC107253D,32409,22507,18957,3328,7669,2141,314
WGC107254D,32054,22254,18768,3318,7513,2132,323
WGC107255D,31950,22205,18692,3306,7516,2116,320
WGC107256D,32061,22303,18763,3277,7524,2165,332
WGC107257D,32320,22462,18866,3384,7594,2158,318
WGC107258D,32367,22548,18970,3324,7622,2124,327
WGC107259D,32404,22659,18969,3340,7610,2150,335
WGC107260D,31243,21744,18124,3243,7439,2103,334
WGC107261D,32255,22471,18815,3362,7560,2182,336
WGC107262D,32311,22586,18842,3319,7625,2210,315
WGC107263D,32222,22355,18691,3306,7720,2171,334
WGC107264D,32351,22448,18961,3303,7620,2135,332
WGC107265D,32142,22523,18813,3335,7544,2126,324
WGC107266D,32481,22717,19079,3338,7559,2172,333
WGC107267D,32148,22333,18797,3339,7518,2184,310
WGC107268D,32476,22580,18997,3393,7617,2148,321
WGC107269D,32571,22613,19042,3365,7680,2158,326
WGC107270D,32428,22484,18955,3364,7594,2186,329
WGC107271D,32148,22353,18727,3332,7579,2180,330
WGC107272D,31690,21853,18538,3277,7465,2092,318
WGC107273D,32309,22683,18916,3272,7637,2158,326
WGC107274D,31918,22175,18616,3258,7562,2159,323
WGC107275D,32163,22372,18748,3330,7625,2138,322
WGC107276D,31816,22032,18609,3245,7474,2159,329
WGC107277D,32380,22669,18920,3288,7664,2178,330
WGC107278D,32105,22338,18792,3276,7553,2170,314
WGC107279D,31858,22152,18566,3249,7551,2162,330
WGC107280D,31703,21897,18512,3250,7497,2121,323
WGC107281D,32344,22628,18893,3313,7663,2156,319
WGC107282D,31676,22116,18446,3278,7525,2129,298
WGC107283D,32011,22136,18662,3312,7510,2179,348
WGC107284D,31324,21766,18177,3182,7550,2101,314
WGC107285D,31506,21036,18396,3240,7464,2098,308
WGC107286D,31262,21693,18222,3186,7432,2121,301
WGC107287D,30264,20957,17545,3151,7256,2014,298
WGC107288D,31755,22107,18476,3246,7584,2139,310
WGC107289D,30717,21333,17876,3130,7361,2065,285
WGC107291D,32404,22630,19012,3306,7575,2177,334
WGC107292DB,32230,22461,18915,3260,7593,2128,334
WGC107293D,32337,22525,19012,3293,7505,2203,324
WGC107294D,31715,22072,18550,3237,7475,2122,331
WGC107295D,32392,22841,18994,3235,7621,2226,316
WGC107296D,32095,22377,18729,3363,7538,2150,315
WGC107297D,32103,22340,18850,3237,7557,2148,311
WGC107298D,32226,22597,18961,3249,7520,2179,317
WGC107299D,32517,22660,19078,3313,7614,2177,335
WGC107300D,31811,21989,18689,3204,7506,2093,319
WGC107301D,32173,22211,18918,3323,7532,2092,308
WGC107302D,32132,22512,18854,3290,7500,2177,311
WGC107303D,32497,22805,19037,3382,7603,2145,330
WGC107304D,32311,22447,19031,3270,7537,2140,333
WGC107305D,32473,22817,19079,3332,7589,2166,307
